Plant,Name of Plant,Plant Family,Virus Genome,Virus Type,Virus Family,Name of Virus,Virus Strain,Type of Extract,Active Class,Actve Compound,Title of Paper,Name of Author,Reference of Journal,PMID No. 
Angiosperm(Phanerogams),Curcuma longa,Zingiberaceae,RNA,Class VI,Retroviridae,HIV,n/a,n/a,n/a,Curcumin,Recent advances in the investigation of curcuminoids,Itokawa H. et. al.,Chin Med. 2008 Sep 17;3:11,18798984
Angiosperm(Phanerogams),Mangifera indica L.,Anacardiaceae,RNA,Class VI,Retroviridae,HIV,n/a,Aqueous extract,"Polyphenols, terpenes, sterols, carotenoids, vitamins, and amino acids",n/a,"A Review on Ethnopharmacological Applications, Pharmacological Activities, and Bioactive Compounds of Mangifera indica (Mango)",Ediriweera MK. et. al.,Evid Based Complement Alternat Med. 2017;2017:6949835,29456572
Angiosperm(Phanerogams),Baissea axillaries Hua,Apocynaceae,RNA,Class VI,Retroviridae,HIV,n/a,Aqueous and Ethanol extract,n/a,n/a,Antimicrobial and toxicological evaluation of the leaves of Baissea axillaries Hua used in the management of HIV/AIDS patients,Abere TA. and Aqoreyo FM.,BMC Complement Altern Med. 2006 Jun 21;6:22,16790064
Angiosperm(Phanerogams),Artemisia absinthium L.,Asteraceae,RNA,Class VI,Retroviridae,HIV,n/a,n/a,n/a,Cardamonin,An Overview on Cardamonin,Goncalves LM. et. al.,J Med Food. 2014 Jun;17(6):633-40,24433078
Angiosperm(Phanerogams),Baccharis dracunculifolia,Asteraceae,RNA,Class VI,Retroviridae,HIV,n/a,n/a,"Propolis- phenolics, triterepenoids, isoflavonoids, prenylated benzophenones and a naphthoquinone epoxide",n/a,Propolis volatile compounds: chemical diversity and biological activity: a review,Chem Cent. et. al.,Chem Cent J. 2014 May 2;8:28,24812573
Angiosperm(Phanerogams),Eclipta prostrate L.,Asteraceae,RNA,Class VI,Retroviridae,HIV,n/a,n/a,n/a,"5-hydroxymethyl-(2,2':5',2'')-terthienyl tiglate",HIV‐1 protease and HIV‐1 integrase inhibitory substances from Eclipta prostrata,Tewtrakul S. et. al.,Phytother Res. 2007 Nov;21(11):1092-5,17696192
Angiosperm(Phanerogams),Jatropha curcas L.,Euphorbiaceae,RNA,Class VI,Retroviridae,HIV,n/a,Methanol extract,n/a,n/a,"Practical Synthesis of Prostratin, DPP, and Their Analogs, Adjuvant Leads Against Latent HIV",Wender PA. et. al.,Science. 2008 May 2; 320(5876): 649–652.,18451298
Angiosperm(Phanerogams),Hypericum chinense L.,Guttiferae,RNA,Class VI,Retroviridae,HIV,n/a,Methanol extract,n/a,biyouyanagin A,"Biyouyanagin A, an Anti-HIV Agent from Hypericum chinense L. var. salicifolium",Tanaka N. et. al.,Org Lett. 2005 Jul 7;7(14):2997-9,15987189
Angiosperm(Phanerogams),Sutherlandia frutescens,Fabaceae,RNA,Class VI,Retroviridae,HIV,n/a,Aqueous extract,n/a,n/a,Impact of traditional medicinal plant extracts on antiretroviral drug absorption,Brown L. et. al.,J Ethnopharmacol. 2008 Oct 28;119(3):588-92,18640255
Angiosperm(Phanerogams),Hypoxis hemerocallidea,Hypoxidaceae,RNA,Class VI,Retroviridae,HIV,n/a,Aqueous extract,n/a,n/a,Impact of traditional medicinal plant extracts on antiretroviral drug absorption,Brown L. et. al.,J Ethnopharmacol. 2008 Oct 28;119(3):588-92,18640255
Angiosperm(Phanerogams),Geranium sanguineum,Geraniaceae,RNA,Class V,Orthomyxoviridae ,Influenza virus,,n/a,Polyphenols,n/a,A plant polyphenol-rich extract restores the suppressed functions of phagocytes in influenza virus-infected mice,Ivanova E. et. al.,Microbes Infect. 2005 Mar;7(3):391-8,15780977
Angiosperm(Phanerogams),Aglaia odorata,Meliaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Aqueous extract,n/a,n/a,Efficacy of Thai medicinal plant extracts against herpes simplex virus type 1 infection in vitro and in vivo,Lipipun V. et. al.,Antiviral Res. 2003 Nov;60(3):175-80,14638393
Angiosperm(Phanerogams),Moringa oleifera,Moringaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Aqueous extract,n/a,n/a,Efficacy of Thai medicinal plant extracts against herpes simplex virus type 1 infection in vitro and in vivo,Lipipun V. et. al.,Antiviral Res. 2003 Nov;60(3):175-80,14638393
Angiosperm(Phanerogams),Ventilago denticulata,Rhamnaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Aqueous extract,n/a,n/a,Efficacy of Thai medicinal plant extracts against herpes simplex virus type 1 infection in vitro and in vivo,Lipipun V. et. al.,Antiviral Res. 2003 Nov;60(3):175-80,14638393
Angiosperm(Phanerogams),Lippia junelliana,Verbenaceae,RNA,Class V,Arenaviridae,Junin virus,n/a,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Lippia turbinata,Verbenaceae,RNA,Class V,Arenaviridae,Junin virus,n/a,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Aloysia gratissima,Verbenaceae,RNA,Class V,Arenaviridae,Junin virus,n/a,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Heterotheca latifolia,Asteraceae,RNA,Class V,Arenaviridae,Junin virus,n/a,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Tessaria absinthioides,Asteraceae,RNA,Class V,Arenaviridae,Junin virus,n/a,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Aloysia gratissima,Verbenaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Artemisia douglasiana,Asteraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Eupatorium patens,Asteraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Tessaria absinthioides,Asteraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Aromatic Oils,n/a,"Virucidal activity of essential oils from aromatic plants of San Luis, Argentina",García CC. et. al.,Phytother Res. 2003 Nov;17(9):1073-5,14595590
Angiosperm(Phanerogams),Dianthus caryophyllus,Caryophyllaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Crude extract,n/a,n/a,Antiviral activity and mode of action of Dianthus caryophyllus L. and Lupinus termes L. seed extracts against in vitro herpes simplex and hepatitis A viruses infection,Barakat AB. et. al.,"Journal of Microbiology and Antimicrobials Vol. 2(3), pp. 23-29",
Angiosperm(Phanerogams),Dianthus caryophyllus,Caryophyllaceae,RNA,Class IV,Picornaviridae,HAV,HAV-27,Crude extract,n/a,n/a,Antiviral activity and mode of action of Dianthus caryophyllus L. and Lupinus termes L. seed extracts against in vitro herpes simplex and hepatitis A viruses infection,Barakat AB. et. al.,"Journal of Microbiology and Antimicrobials Vol. 2(3), pp. 23-29",
Angiosperm(Phanerogams),Lupinus termes,Fabaceae,RNA,Class IV,Picornaviridae,HAV,HAV-27,Crude extract,n/a,n/a,Antiviral activity and mode of action of Dianthus caryophyllus L. and Lupinus termes L. seed extracts against in vitro herpes simplex and hepatitis A viruses infection,Barakat AB. et. al.,"Journal of Microbiology and Antimicrobials Vol. 2(3), pp. 23-29",
Angiosperm(Phanerogams),Conyza canadensis,Asteraceae,DNA ,Class I,Herpesviridae,CMV,n/a,"Ethyl acetate extract, Chloroform extract, Butanol extract and Methanol extract",n/a,n/a,Antiviral activity of Conyza canadensis (L.) Cronquist extracts grown in Tunisia,Edziri HL. et. al.,"African Journal of Biotechnology Vol. 10(45), pp. 9097-9100, 17",
Angiosperm(Phanerogams),Conyza canadensis,Asteraceae,RNA,Class IV,Picornaviridae,Cox,Cox-B3,"Ethyl acetate extract, Chloroform extract, Butanol extract and Methanol extract",n/a,n/a,Antiviral activity of Conyza canadensis (L.) Cronquist extracts grown in Tunisia,Edziri HL. et. al.,"African Journal of Biotechnology Vol. 10(45), pp. 9097-9100, 17",
Angiosperm(Phanerogams),Cocos nucifera,Arecaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Aqueous extract,n/a,"Catechin, epicatechin, B-type procyanidins",Antimicrobial and antiviral activities of polyphenolics from Cocos nucifera Linn. (Palmae) husk fiber extract,Esquenazi D. et. al.,Res Microbiol. 2002 Dec;153(10):647-52,12558183
Angiosperm(Phanerogams),Gymnema sylvestre,Asclepiadaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Pergularia daemia,Forsskal,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Chiov.,Asclepiadaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Sphaeranthus indicus L.,Asteraceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Cassia alata L.,Caesalpiniaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Evolvulus alsinoides L.,Convolvulaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Clitoria ternatea L.,Fabaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Indigofera tinctoria L.,Euphorbiaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Abutilon indicum,Malvaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Vitex trifolia L.,Verbenaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Nelumbo nucifera,Verbenaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Leucas aspera Spr.,Lamiaceae,DNA,Class I,Herpesviridae,HSV,n/a,Methanol extract,n/a,n/a,Medicinal plants of Tamil Nadu (Southern India) are a rich source of antiviral activities,Vimalanathan S. et. al.,"Pharmaceutical Biology, 2009; 47(5): 422–429",
Angiosperm(Phanerogams),Cicer arietinum L.,Fabaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Phenolic compounds,n/a,In vitro antiviral activities under cytotoxic doses against herpes simples type-1 and parainfluensa-3 viruses of Cicer arietinum L. (Chickpea),Kanet A. et. al.,African Journal of Pharmacy and Pharmacology Vol. 3(12). pp. 627-631,
Angiosperm(Phanerogams),Cicer arietinum L.,Fabaceae,RNA,Class  V,Paramyxoviridae,Parainfluenza virus,Parainfluenza virus-3,n/a,Phenolic compounds,n/a,In vitro antiviral activities under cytotoxic doses against herpes simples type-1 and parainfluensa-3 viruses of Cicer arietinum L. (Chickpea),Kanet A. et. al.,African Journal of Pharmacy and Pharmacology Vol. 3(12). pp. 627-631,
Angiosperm(Phanerogams),Cedrela tubiflora,Meliaceae,DNA,Class I,Herpesviridae,HSV,HSV-2,n/a,Acidic Polysaccharides,n/a,Antiviral activity of an acidic polysaccharides fraction extracted from Cedrela tubiflora leaves,Craig MI. et. al.,Fitoterapia. 2001 Feb;72(2):113-9,11223219
Angiosperm(Phanerogams),Cedrela tubiflora,Meliaceae,DNA,Class V,Rhabdoviridae,VSV,n/a,n/a,Acidic Polysaccharides,n/a,Antiviral activity of an acidic polysaccharides fraction extracted from Cedrela tubiflora leaves,Craig MI. et. al.,Fitoterapia. 2001 Feb;72(2):113-9,11223219
Angiosperm(Phanerogams),Rheum officinale,Polygonaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Hot Glycerin extract,Anthraquinones,n/a,Inactivation of enveloped viruses by anthraquinones extracted from plants,Sydiskia RJ. et. al.,Antimicrob Agents Chemother. 1991 Dec;35(12):2463-6,1810179
Angiosperm(Phanerogams),Aloe barbadensis,Asphodelaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Hot Glycerin extract,Anthraquinones,n/a,Inactivation of enveloped viruses by anthraquinones extracted from plants,Sydiskia RJ. et. al.,Antimicrob Agents Chemother. 1991 Dec;35(12):2463-6,1810179
Angiosperm(Phanerogams),Rhamnus frangula,Rhamnaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Hot Glycerin extract,Anthraquinones,n/a,Inactivation of enveloped viruses by anthraquinones extracted from plants,Sydiskia RJ. et. al.,Antimicrob Agents Chemother. 1991 Dec;35(12):2463-6,1810179
Angiosperm(Phanerogams),Rhamnus purshianus,Rhamnaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Hot Glycerin extract,Anthraquinones,n/a,Inactivation of enveloped viruses by anthraquinones extracted from plants,Sydiskia RJ. et. al.,Antimicrob Agents Chemother. 1991 Dec;35(12):2463-6,1810179
Angiosperm(Phanerogams),Cassia angustifolia,Fabaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Hot Glycerin extract,Anthraquinones,n/a,Inactivation of enveloped viruses by anthraquinones extracted from plants,Sydiskia RJ. et. al.,Antimicrob Agents Chemother. 1991 Dec;35(12):2463-6,1810179
Angiosperm(Phanerogams),Canavalia ensiformis,Fabaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Triticum,Poaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Narcissus pseudonarcissus,Amaryllidaceae,DNA,Class V,Rhabdoviridae,RABV,n/a,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Narcissus pseudonarcissus,Amaryllidaceae,RNA,Class IV,Togaviridae,RuV,n/a,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Canavalia ensiformis,Fabaceae,RNA,Class IV,Togaviridae,RuV,n/a,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Triticum,Poaceae,RNA,Class IV,Togaviridae,RuV,n/a,n/a,Lectins,n/a,"Inhibition of herpes simplex, rabies and rubella viruses by lectins with different specificities",Marchetti M. et. al.,Res Virol. 1995 May-Jun;146(3):211-5,7481093
Angiosperm(Phanerogams),Andrographis paniculata,Acanthaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,n/a,"Dipterpenes Andrographolide, Neoandrographolide and 14- deoxy11,12-didehydroandrographolide","Antiviral properties of ent-labdene diterpenes of Andrographis paniculata nees, inhibitors of herpes simplex virus type 1",Wirat C. et. al.,Phytother Res. 2005 Dec;19(12):1069-70,16372376
Angiosperm(Phanerogams),Anagallis arvensis,Primulaceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,Triterpene saponin,n/a,"In vitro antiviral activity of a saponin from Anagallis arvensis, Primulaceae, against herpes simplex virus and poliovirus",Amoros M. et. al.,Antiviral Res. 1987 Aug;8(1):13-25,2825589
Angiosperm(Phanerogams),Anagallis arvensis,Primulaceae,RNA,Class IV,Picornaviridae,Poliovirus,Poliovirus-2,n/a,Triterpene saponin,n/a,"In vitro antiviral activity of a saponin from Anagallis arvensis, Primulaceae, against herpes simplex virus and poliovirus",Amoros M. et. al.,Antiviral Res. 1987 Aug;8(1):13-25,2825589
Angiosperm(Phanerogams),Echinacea purpurea,Asteraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n-Hexane extract,"Alkenes, Amides","Alkenes, Amides",Antiviral activity of characterized extracts from echinacea spp. (Heliantheae: Asteraceae) against herpes simplex virus (HSV-I),Binns SE. et. al.,Planta Med. 2002 Sep;68(9):780-3,12357386
Angiosperm(Phanerogams),Echinacea purpurea,Asteraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,Ethyl acetate and Ethanol extract,"Polysaccharides, Cichoric acid",n/a,Echinacea purpurea. Aerial Parts Contain Multiple Antiviral Compounds,Vimalanathan S. et. al.,"Pharmaceutical Biology 2005, Vol. 43, No. 9, pp. 740–745",
Angiosperm(Phanerogams),Geum japonicum,Rosaceae,DNA,Class I,Herpesviridae,HSV,n/a,Hot-water extract,n/a,n/a,Purification and Characterization of Eugeniin as an Anti-herpesvirus Compound from Geum japonicum andSyzygium aromaticum,Kurokawa M. et. al.,J Pharmacol Exp Ther. 1998 Feb;284(2):728-35,9454821
Angiosperm(Phanerogams),Syzygium aromaticum,Myrtaceae,DNA,Class I,Herpesviridae,HSV,n/a,Hot-water extract,n/a,n/a,Purification and Characterization of Eugeniin as an Anti-herpesvirus Compound from Geum japonicum andSyzygium aromaticum,Kurokawa M. et. al.,J Pharmacol Exp Ther. 1998 Feb;284(2):728-35,9454821
Angiosperm(Phanerogams),Terminalia chebula,Combretaceae,DNA,Class I,Herpesviridae,CMV,n/a,n/a,n/a,n/a,Prophylactic treatment of cytomegalovirus infection with traditional herbs,Yukawa TA. et. al.,Antiviral Res. 1996 Oct;32(2):63-70,8891165
Angiosperm(Phanerogams),Rhus javanica,Anacardiaceae,DNA,Class I,Herpesviridae,CMV,n/a,n/a,n/a,n/a,Prophylactic treatment of cytomegalovirus infection with traditional herbs,Yukawa TA. et. al.,Antiviral Res. 1996 Oct;32(2):63-70,8891165
Angiosperm(Phanerogams),Geum japonicum,Rosaceae,DNA,Class I,Herpesviridae,CMV,n/a,n/a,n/a,n/a,Prophylactic treatment of cytomegalovirus infection with traditional herbs,Yukawa TA. et. al.,Antiviral Res. 1996 Oct;32(2):63-70,8891165
Angiosperm(Phanerogams),Syzygium aromaticum,Myrtaceae,DNA,Class I,Herpesviridae,CMV,n/a,n/a,n/a,n/a,Prophylactic treatment of cytomegalovirus infection with traditional herbs,Yukawa TA. et. al.,Antiviral Res. 1996 Oct;32(2):63-70,8891165
Angiosperm(Phanerogams),Glyptopetalum sclerocarpum,Celastraceae,DNA,Class I,Herpesviridae,HSV,HSV-1,n/a,n/a,Sclerocarpic acid- sesquiterpene,A new antiviral and antimicrobial sesquiterpene from Glyptopetalum sclerocarpum,Sotanaphun U. et. al.,Planta Med. 1999 Apr;65(3):257-8,10232073
